Store Code,POD code,Bills,Amount,Ave Bill
TK,3,1,725,725
PT,G-10,502,363979,725.06
TE,E-03,90,65256,725.07
SF,Others,1195,866460,725.07
TE,A-04,559,405319,725.08
DL,G-04,246,178372,725.09
HT,G-06,530,384319,725.13
YM,B-01,179,129810,725.2
MT,C-04,411,298056,725.2
KT,C-04,503,364778,725.2
CK,C-05,1575,1142192,725.2
SD,D-04,2289,1660018,725.22
TG,G-05,167,121126,725.31
JW,F-05,224,162481,725.36
DO,I-04,244,177008,725.44
JB,K-04,813,589796,725.46
PL,D-09,83,60214,725.47
FH,D-07,315,228537,725.51
DX,E-09,1308,949050,725.57
ZT,B-05,5,3628,725.6
TZ,E-04,1022,741630,725.67
MS,H-07,870,631364,725.71
NC,J-12,11,7984,725.82
MS,J-03,574,416643,725.86
ZY,F-09,770,558948,725.91
TC,D-04,338,245367,725.94
DK,G-03,180,130671,725.95
ZK,C-03,526,381868,725.98
TB,F-05,253,183691,726.05
KZ,F-03,94,68257,726.14
GH,D-04,736,534498,726.22
TE,A-02,462,335544,726.29
TW,X-99,6,4358,726.33
CK,F-11,166,120585,726.42
CJ,E-05,425,308735,726.44
RZ,E-05,569,413371,726.49
MD,C-5,34,24705,726.62
DC,C-03,56,40695,726.7
HX,F-04,97,70496,726.76
JI,F-06,384,279084,726.78
JW,F-02,426,309613,726.79
XH,D-04,283,205709,726.89
LD,I-08,207,150490,727
CF,E-06,1063,772946,727.14
LJ,H-03,301,218885,727.19
HT,G-10,3,2182,727.33
WQ,G-07,785,571017,727.41
PC,F-07,14,10184,727.43
HD,E-01,564,410273,727.43
LY,E-03,157,114216,727.49
NC,J-14,13,9458,727.54
BT,I-04,876,637378,727.6
MT,F-05,451,328150,727.61
LJ,E-05,181,131699,727.62
SM,G-06,384,279450,727.73
YG,F-04,238,173208,727.76
TA,H-06,12,8734,727.83
JH,G-07,585,425781,727.83
FS,F-09,240,174705,727.94
JW,E-05,156,113562,727.96
CX,F-04,63,45862,727.97
LY,F-08,127,92453,727.98
DA,X-98,81,58976,728.1
SL,B-03,239,174038,728.19
FY,I-03,566,412159,728.2
SQ,F-04,372,270934,728.32
YW,H-03,6,4370,728.33
PS,I-6,367,267301,728.34
PD,E-06,989,720429,728.44
TS,F-10,1071,780189,728.47
AH,B-06,96,69938,728.52
KS,F-09,354,257911,728.56
PJ,D-05,150,109291,728.61
LD,I-07,639,465579,728.61
RZ,I-03,187,136261,728.67
NZ,F-07,177,128984,728.72
CZ,E-03,388,282747,728.73
CJ,C-03,814,593207,728.76
SS,F-09,1517,1105533,728.76
DL,G-05,396,288634,728.87
JI,I-05,414,301807,729
PE,C-02,153,111538,729.01
NQ,F-05,224,163314,729.08
PC,I-04,10,7291,729.1
JB,L-01,116,84580,729.14
PC,C-02,998,727725,729.18
MY,G-05,7,5105,729.29
MD,D-05,353,257452,729.33
TL,G-09,100,72938,729.38
DL,E-04,417,304156,729.39
HL,H-05,284,207153,729.41
JU,E-04,219,159775,729.57
RZ,I-08,126,91928,729.59
CR,E-08,1187,866126,729.68
LS,I-08,127,92670,729.69
SH,X-98,246,179529,729.79
TY,E-06,875,638592,729.82
XL,G-04,127,92688,729.83
YJ,K-01,467,340918,730.02
DD,A-07,445,324877,730.06
JR,F-03,948,692116,730.08
DS,E-01,312,227810,730.16
DK,G-05,1468,1071960,730.22
LU,C-05,1001,731105,730.37
TL,E-03,266,194284,730.39
OL,E-05,161,117594,730.4
JH,K-08,263,192098,730.41
DY,C-04,56,40906,730.46
LC,B-03,2,1461,730.5
MA,G-07,383,279861,730.71
QH,J-05,290,211970,730.93
CX,E-05,408,298252,731.01
RZ,X-98,434,317268,731.03
MA,F-06,395,288760,731.04
TI,C-07,1794,1311635,731.12
SL,G-01,176,128680,731.14
NY,G-05,887,648565,731.19
XH,E-06,10,7312,731.2
KW,G-06,430,314432,731.24
TZ,D-05,372,272062,731.35
DR,G-03,285,208438,731.36
JB,G-03,122,89229,731.39
HT,E-07,627,458702,731.58
TD,E-04,651,476278,731.61
SM,G-04,580,424352,731.64
HH,C-06,1582,1157455,731.64
FH,D-10,439,321195,731.65
UM,B-01,1771,1295837,731.7
CP,C-06,1648,1205953,731.77
TL,D-06,248,181498,731.85
IC,B-03,362,264982,731.99
TP,E-04,96,70285,732.14
TZ,X-99,154,112753,732.16
JD,C-04,1022,748411,732.3
QH,K-05,367,268763,732.32
BK,D-07,5,3662,732.4
XW,X-98,887,649727,732.5
DK,F-04,514,376544,732.58
DM,I-04,319,233712,732.64
XT,D-03,70,51286,732.66
LG,A-03,860,630110,732.69
SN,M-05,198,145076,732.71
OL,E-06,468,342937,732.77
BT,H-05,470,344431,732.83
SW,G-04,69,50570,732.9
HS,F-09,398,291715,732.95
HT,J-07,700,513104,733.01
MO,G-04,125,91635,733.08
LQ,H-05,77,56449,733.1
WT,K-09,111,81375,733.11
SC,I-07,603,442118,733.2
DA,B-01,21,15398,733.24
MA,E-09,21,15401,733.38
YN,E-06,424,311016,733.53
ET,H-08,697,511300,733.57
MD,D-06,815,597893,733.61
HT,H-06,2750,2017465,733.62
PC,I-06,8,5869,733.63
LH,C-09,300,220096,733.65
KS,E-08,259,190036,733.73
PN,D-07,44,32287,733.8
TI,D-06,1106,811619,733.83
JB,J-03,289,212084,733.85
WF,E-07,115,84399,733.9
GS,G-06,808,592996,733.91
PS,E-10,18,13211,733.94
TY,F-05,433,317794,733.94
LD,E-08,92,67523,733.95
KS,F-08,132,96883,733.96
PS,E-11,13,9543,734.08
YG,E-04,576,422894,734.19
CK,E-07,269,197508,734.23
LY,F-07,19,13952,734.32
PS,G-7,277,203408,734.32
JN,G-02,129,94739,734.41
HI,F-04,174,127811,734.55
HH,C-08,365,268125,734.59
LT,C-08,283,207978,734.9
IL,3,1,735,735
BD,X-99,2,1470,735
AH,X-98,1065,782776,735
WT,E-08,254,186707,735.07
MH,Others,270,198471,735.08
DO,E-05,284,208778,735.13
DM,C-05,158,116153,735.15
LT,C-05,412,302890,735.17
ML,D-04,72,52936,735.22
ZS,F-02,304,223519,735.26
PS,D-09,7,5147,735.29
YG,G-05,72,52941,735.29
LT,C-04,161,118399,735.4
IC,D-09,17,12502,735.41
WJ,E-07,128,94133,735.41
TF,J-04,316,232390,735.41
JP,D-05,363,266953,735.41
JH,F-05,193,141942,735.45
LT,E-03,16,11768,735.5
TS,D-09,560,411889,735.52
MT,F-07,596,438377,735.53
YW,B-04,316,232435,735.55
YJ,H-05,588,432532,735.6
YJ,F-02,224,164777,735.61
AE,D-06,745,548037,735.62
RL,H-09,771,567211,735.68
HH,X-98,132,97115,735.72
TE,C-03,439,322983,735.72
HN,X-98,38,27963,735.87
AK,J-13,77,56664,735.9
SU,D-06,554,407711,735.94
MS,H-05,515,379063,736.04
PW,H-05,447,329021,736.06
NA,F-06,567,417375,736.11
JL,D-04,277,203925,736.19
AK,F-06,985,725176,736.22
MZ,J-03,37,27241,736.24
TF,K-05,85,62580,736.24
TA,C-01,653,480776,736.26
MO,F-05,30,22088,736.27
PS,G-6,641,471984,736.32
WT,F-07,199,146536,736.36
CQ,X-98,29,21358,736.48
AP,F-03,168,123752,736.62
SC,G-07,311,229097,736.65
DL,F-04,515,379380,736.66
DK,D-03,71,52305,736.69
JB,M-01,256,188615,736.78
DN,D-06,567,417787,736.84
YL,E-11,155,114215,736.87
PC,B-03,587,432622,737.01
SQ,H-04,167,123082,737.02
UC,G-10,424,312576,737.21
JR,I-02,209,154080,737.22
JA,D-04,406,299364,737.35
LS,K-06,345,254402,737.4
LC,F-04,889,655588,737.44
MT,C-03,557,410772,737.47
JC,D-03,804,592923,737.47
PT,E-09,147,108409,737.48
AN,X-99,2,1475,737.5
HM,E-06,375,276563,737.5
SP,E-04,1099,810591,737.57
KG,C-03,221,163024,737.67
DT,E-03,406,299518,737.73
XW,N-03,5,3689,737.8
FW,H-03,747,551199,737.88
YH,E-08,1,738,738
MG,E-08,849,626581,738.02
ZS,G-05,111,81921,738.03
RZ,D-04,1001,738771,738.03
LU,C-03,716,528470,738.09
HU,D-03,154,113677,738.16
NY,F-04,1297,957514,738.25
JC,B-08,75,55371,738.28
JK,F-07,356,262852,738.35
TN,J-07,462,341125,738.37
FW,J-02,569,420168,738.43
DA,G-01,1757,1297786,738.64
CK,F-05,780,576156,738.66
FH,99,3,2217,739
TW,E-07,328,242411,739.06
CU,H-07,837,618643,739.12
KT,D-03,1067,788688,739.16
SM,F-03,708,523344,739.19
SU,F-07,185,136754,739.21
CC,J-03,577,426544,739.24
DM,L-03,153,113112,739.29
LG,Others,203,150079,739.31
PU,C-04,31,22919,739.32
YD,E-08,400,295759,739.4
NN,D-06,259,191524,739.47
PM,D-05,104,76924,739.65
XS,C-07,307,227098,739.73
TH,F-62,514,380224,739.74
YK,G-03,100,73980,739.8
RL,E-07,174,128736,739.86
CC,K-05,321,237505,739.89
DO,K-05,319,236027,739.9
HF,C-10,99,73259,739.99
TC,C-15,1,740,740
JL,K-06,2,1480,740
KZ,G-05,50,37000,740
SZ,H-01,383,283440,740.05
LJ,F-03,175,129516,740.09
MH,C-04,559,413735,740.13
MT,F-06,489,361953,740.19
PS,H-5,809,598892,740.29
SA,99,2,1481,740.5
SH,A-02,1037,767922,740.52
TI,D-04,443,328063,740.55
TZ,D-03,342,253272,740.56
YH,A-06,248,183669,740.6
TD,E-01,271,200711,740.63
PJ,E-11,351,259971,740.66
DJ,E-07,884,654820,740.75
SU,E-04,296,219288,740.84
DK,D-04,451,334126,740.86
JR,I-09,1342,994257,740.88
JN,F-01,204,151171,741.03
HR,D-07,95,70400,741.05
JH,C-04,455,337191,741.08
SH,D-02,446,330611,741.28
TL,F-08,166,123055,741.3
FG,G-06,518,384032,741.37
XW,L-05,40,29657,741.43
TT,F-05,47,34851,741.51
PH,E-04,348,258151,741.81
TW,G-11,117,86799,741.87
SP,C-08,140,103862,741.87
MA,G-03,302,224063,741.93
WL,F-04,847,628494,742.02
GM,E-05,411,305016,742.13
DO,F-03,445,330255,742.15
LD,H-06,64,47499,742.17
MD,H-03,420,311714,742.18
PV,C-03,462,342917,742.24
HI,G-04,116,86112,742.34
JG,H-03,222,164800,742.34
IL,C-04,313,232387,742.45
KW,I-06,677,502645,742.46
SN,K-07,242,179687,742.51
JS,D-03,636,472256,742.54
SH,E-04,807,599288,742.61
MX,B-07,157,116608,742.73
KD,B-02,196,145598,742.85
KC,C-03,1,743,743
IL,A-03,155,115166,743.01
ZS,E-06,235,174647,743.18
CJ,B-03,978,726835,743.19
CA,F5,15,11148,743.2
TS,E-10,280,208107,743.24
LI,Z-05,868,645184,743.3
NJ,C-05,114,84769,743.59
FG,F-05,107,79576,743.7
HF,E-09,168,124942,743.7
HK,C-08,235,174795,743.81
LG,H-06,473,351860,743.89
LW,H-06,1656,1231963,743.94
WF,D-03,225,167407,744.03
CU,C-04,134,99714,744.13
MZ,D-03,54,40187,744.2
TC,E-02,707,526160,744.21
FY,H-05,265,197224,744.24
DJ,C-11,354,263461,744.24
DO,D-07,185,137689,744.26
SH,D-01,761,566412,744.3
SM,E-06,158,117602,744.32
DM,G-06,289,215164,744.51
PK,I-07,477,355222,744.7
DU,A-01,409,304603,744.75
YK,H-05,817,608483,744.78
FH,D-05,395,294237,744.9
HT,G-08,589,438848,745.07
NA,L-09,282,210114,745.09
YS,G-06,861,641536,745.11
PT,C-05,575,428448,745.13
LS,I-05,632,470930,745.14
MD,G-04,952,709477,745.25
KT,D-02,782,582862,745.35
CA,C-04,397,295961,745.49
MJ,J-03,16,11929,745.56
TA,A-05,703,524189,745.65
WT,X-98,96,71611,745.95
DY,H-09,593,442367,745.98
TL,F-07,144,107422,745.99
PL,99,1,746,746
MZ,C-04,13,9700,746.15
GM,D-05,739,551454,746.22
JS,F-02,193,144037,746.31
DT,D-04,256,191144,746.66
GS,X-98,360,268849,746.8
DS,F-01,207,154600,746.86
BD,H-05,311,232274,746.86
ZK,E-03,875,653526,746.89
ET,I-07,140,104577,746.98
SC,C-06,468,349593,746.99
CM,E-03,15,11205,747
JL,H-05,151,112818,747.14
PD,F-08,792,591768,747.18
MS,E-07,559,417692,747.21
GS,K-03,16,11957,747.31
HI,F-05,198,147973,747.34
TI,C-10,172,128547,747.37
LU,D-04,1915,1431283,747.41
JS,C-01,1043,779710,747.56
HL,G-03,422,315561,747.77
YP,D-06,78,58327,747.78
DT,C-04,1256,939274,747.83
MS,2,10,7481,748.1
NA,J-08,1481,1108186,748.27
DO,G-05,177,132450,748.31
PD,F-06,846,633089,748.33
CJ,C-04,403,301580,748.34
HS,F-05,867,648845,748.38
HM,E-07,47,35175,748.4
KC,I-08,739,553084,748.42
ZS,F-06,100,74845,748.45
NN,X-98,517,386976,748.5
FA,F-06,192,143730,748.59
FH,G-05,138,103316,748.67
BK,F-04,346,259047,748.69
TE,A-01,372,278528,748.73
SP,X-98,87,65140,748.74
ET,E-06,41,30699,748.76
NS,C-08,255,190935,748.76
CX,C-07,487,364700,748.87
TH,E-07,209,156533,748.96
UH,G-09,153,114594,748.98
SU,C-04,1,749,749
WT,D-04,1,749,749
DT,F-05,50,37452,749.04
YN,B-07,557,417229,749.06
LW,H-02,1892,1417363,749.13
TN,X-98,64,47947,749.17
SQ,X-98,223,167066,749.17
LI,C-03,1280,959134,749.32
FH,C-04,795,595970,749.65
SM,G-08,302,226396,749.66
MJ,E-09,3,2249,749.67
TS,D-07,157,117699,749.68
DO,H-06,186,139457,749.77
PC,X-99,6,4499,749.83
TY,B-03,1,750,750
DC,C-04,40,30002,750.05
ZS,D-03,172,129025,750.15
HG,E-01,193,144798,750.25
PK,E-09,1053,790012,750.25
QD,F-05,304,228080,750.26
LT,X-98,160,120065,750.41
SF,D-01,239,179355,750.44
TI,D-05,1432,1074758,750.53
RM,K-03,178,133614,750.64
KT,B-03,514,385832,750.65
PM,C-05,485,364124,750.77
PJ,H-07,355,266543,750.83
CM,G-09,504,378451,750.89
JU,G-08,542,407042,751
QX,D-05,159,119411,751.01
AP,B-05,341,256107,751.05
YH,F-02,1448,1087548,751.07
YL,E-05,228,171257,751.13
RL,G-05,73,54834,751.15
MT,D-04,668,501769,751.15
PD,C-07,389,292219,751.21
QH,L-05,154,115696,751.27
TZ,D-06,309,232158,751.32
KD,X-98,56,42076,751.36
WQ,E-07,477,358400,751.36
DT,E-05,263,197684,751.65
FD,K-06,390,293147,751.66
JI,J-05,537,403642,751.66
PE,G-05,135,101480,751.7
SL,E-05,56,42100,751.79
FH,G-07,315,236830,751.84
SD,C-03,602,452613,751.85
TR,A-03,28,21054,751.93
TC,C-03,328,246644,751.96
HK,G-04,384,288796,752.07
ST,D-03,561,421966,752.17
JN,E-04,84,63190,752.26
PU,C-05,64,48146,752.28
DY,G-06,287,215964,752.49
DZ,Others,86,64716,752.51
AN,E-03,500,376264,752.53
PJ,X-98,560,421461,752.61
MA,F-05,534,401909,752.64
TR,C-04,368,276987,752.68
DO,K-04,184,138499,752.71
PJ,H-06,351,264208,752.73
TW,E-11,262,197226,752.77
FG,G-07,549,413283,752.79
TL,F-04,29,21833,752.86
CQ,C-08,380,286137,752.99
CG,E-03,769,579050,752.99
PN,D-05,27,20333,753.07
DM,L-06,13,9791,753.15
MO,C-04,57,42930,753.16
FY,F-08,211,158920,753.18
PG,D-03,251,189052,753.2
KD,D-04,324,244072,753.31
MT,D-03,534,402271,753.32
AH,G-03,45,33901,753.36
YP,E-08,99,74592,753.45
SM,H-07,276,207973,753.53
HS,D-08,1516,1142426,753.58
TS,C-11,155,116811,753.62
PK,E-08,1513,1140246,753.63
HT,G-07,714,538096,753.64
PW,I-06,514,387469,753.83
PM,F-06,171,128928,753.96
TI,X-98,272,205094,754.02
LC,E-04,592,446400,754.05
CX,E-07,343,258658,754.1
JG,C-05,154,116154,754.25
YK,G-06,430,324327,754.25
SU,X-99,26,19612,754.31
DS,C-08,24,18104,754.33
CZ,C-06,432,325904,754.41
UC,D-03,261,196917,754.47
DN,J-06,249,187914,754.67
SZ,F-06,917,692031,754.67
ML,E-10,435,328294,754.7
DL,J-04,114,86041,754.75
CU,D-04,586,442335,754.84
NQ,H-08,1833,1383898,754.99
PT,F-05,311,234810,755.02
OL,H-03,56,42282,755.04
YH,E-05,92,69476,755.17
IC,C-03,294,222050,755.27
ZS,D-04,113,85353,755.34
QD,D-03,303,228936,755.56
LC,D-08,332,250846,755.56
CF,2,12,9067,755.58
YJ,I-06,261,197212,755.6
JR,G-02,1588,1199939,755.63
MS,E-06,365,275826,755.69
PJ,D-12,231,174591,755.81
MT,G-07,308,232833,755.95
HF,D-05,35,26467,756.2
TC,D-02,349,263923,756.23
CQ,H-04,379,286614,756.24
DX,E-08,663,501524,756.45
HN,D-05,717,542467,756.58
AH,F-07,736,556866,756.61
LU,X-98,342,258777,756.66
HJ,J-02,91,68877,756.89
CA,D4,26,19682,757
UH,H-03,225,170329,757.02
WF,E-04,261,197591,757.05
PH,H-02,143,108274,757.16
TR,E-01,95,71931,757.17
KW,J-05,467,353610,757.19
MQ,H-04,761,576355,757.37
PZ,F-05,170,128757,757.39
YN,C-03,295,223443,757.43
MA,D-05,900,681689,757.43
HU,G-04,79,59846,757.54
PL,F-08,51,38635,757.55
YG,D-03,580,439467,757.7
GM,D-06,765,579661,757.73
NC,K-06,519,393453,758.1
JI,D-05,1025,777238,758.28
DX,2,10,7583,758.3
FD,C-03,921,698506,758.42
YL,G-04,79,59927,758.57
PG,C-04,651,493918,758.71
KW,L-04,764,579657,758.71
TF,G-06,626,475022,758.82
YS,E-06,485,368048,758.86
SK,N-05,1,759,759
BT,G-09,363,275520,759.01
YT,D-06,1540,1169056,759.13
RL,D-08,276,209531,759.17
NN,F-04,87,66049,759.18
JA,X-98,791,600569,759.25
KT,F-02,1128,856474,759.29
DO,E-03,463,351560,759.31
EH,C-10,46,34942,759.61
JL,I-05,242,183841,759.67
CX,X-99,13,9876,759.69
JW,D-03,539,409495,759.73
DL,H-04,247,187656,759.74
SM,E-04,553,420202,759.86
PM,C-04,84,63829,759.87
JE,E-05,52,39516,759.92
TT,F-03,59,44840,760
JC,C-08,78,59283,760.04
PK,E-05,99,75248,760.08
ZY,E-09,721,548109,760.21
FW,K-05,649,493384,760.22
TE,X-98,250,190069,760.28
ET,I-05,65,49421,760.32
JP,D-03,157,119377,760.36
KW,E-04,28,21291,760.39
NQ,G-08,1789,1360597,760.53
CG,F-02,423,321749,760.64
SU,D-05,399,303502,760.66
PN,X-99,19,14455,760.79
KW,G-07,206,156758,760.96
TH,G-04,531,404112,761.04
PL,C-04,52,39592,761.38
KZ,G-06,71,54069,761.54
DM,D-04,631,480547,761.56
RJ,C-04,101,76920,761.58
LJ,99,3,2285,761.67
MX,B-03,119,90654,761.8
SF,C-03,113,86100,761.95
PK,I-06,1013,771894,761.99
LT,D-04,86,65532,762
HF,G-09,536,408530,762.18
FS,C-07,215,163872,762.2
NQ,H-07,881,671501,762.2
NC,C-08,17,12958,762.24
LZ,G-06,11,8387,762.45
SS,J-07,1268,967010,762.63
JS,D-02,247,188387,762.7
JG,D-04,249,189976,762.96
PF,B-02,276,210594,763.02
SL,C-04,199,151846,763.05
JK,G-09,359,273972,763.15
LG,H-07,334,254909,763.2
WL,G-04,16,12212,763.25
LU,B-05,75,57252,763.36
BL,G-4,676,516109,763.47
FH,D-03,684,522223,763.48
FH,D-09,181,138198,763.52
PH,H-04,38,29017,763.61
WF,E-03,116,88579,763.61
DY,G-03,14,10691,763.64
RZ,G-03,1122,856852,763.68
HJ,G-03,670,511729,763.77
PJ,E-06,130,99304,763.88
MD,C-06,2355,1799051,763.93
CG,C-04,399,304845,764.02
JI,G-05,194,148224,764.04
XS,D-05,138,105449,764.12
DN,F-06,470,359160,764.17
MH,F-05,283,216262,764.18
UC,G-06,546,417330,764.34
HN,D-07,358,273640,764.36
PJ,F-05,446,340934,764.43
BT,F-04,523,399880,764.59
CQ,E-09,285,217931,764.67
BT,D-03,251,191949,764.74
JU,D-07,423,323586,764.98
PC,B-04,849,649560,765.09
PM,H-07,888,679455,765.15
GM,F-05,560,428493,765.17
SM,F-07,521,398675,765.21
IL,D-03,67,51281,765.39
DS,E-02,476,364392,765.53
TT,E-12,117,89581,765.65
HR,E-06,334,255728,765.65
JN,C-04,13,9954,765.69
DC,B-07,1200,918893,765.74
SH,E-01,706,540618,765.75
HN,B-04,596,456570,766.06
NS,E-03,64,49041,766.27
JW,E-02,232,177787,766.32
YD,C-03,123,94269,766.41
MA,D-08,841,644817,766.73
JU,G-06,68,52138,766.74
SH,B-04,328,251535,766.88
CJ,F-03,285,218587,766.97
AK,I-05,836,641213,767
UH,D-07,369,283099,767.21
LT,E-05,307,235545,767.25
LS,H-06,370,283909,767.32
HU,G-03,53,40672,767.4
ET,X-99,161,123577,767.56
SL,D-05,81,62175,767.59
YL,G-03,57,43756,767.65
YD,C-06,125,95968,767.74
SW,X-98,79,60652,767.75
TI,Others,459,352398,767.75
YH,E-06,305,234173,767.78
TA,A-02,1245,956043,767.91
HX,F-06,248,190469,768.02
GS,H-04,195,149778,768.09
TD,C-01,82,62986,768.12
SP,D-04,548,420996,768.24
TB,F-08,522,401067,768.33
GM,E-07,798,613233,768.46
GH,D-07,960,737783,768.52
SP,H-09,45,34592,768.71
ZH,C-03,108,83027,768.77
SF,E-05,520,399765,768.78
KF,H-07,795,611290,768.92
AH,99,1,769,769
QD,E-04,22,16923,769.23
BT,F-03,155,119247,769.34
DR,I-04,248,190804,769.37
ZY,D-05,285,219281,769.41
HS,E-07,448,344720,769.46
CZ,F-04,516,397062,769.5
SH,E-03,94,72343,769.61
MJ,J-04,6,4618,769.67
WF,99,4,3079,769.75
CM,C-06,7,5389,769.86
YK,D-04,54,41573,769.87
UC,G-09,623,479804,770.15
SH,C-02,164,126307,770.16
TW,C-08,915,704764,770.23
LJ,G-04,139,107109,770.57
PD,H-05,256,197269,770.58
UH,D-05,764,588874,770.78
DN,D-04,814,627497,770.88
YS,E-05,920,709300,770.98
RL,D-09,225,173484,771.04
HF,D-10,104,80192,771.08
LD,G-09,120,92539,771.16
SU,J-05,6,4627,771.17
YH,B-03,217,167379,771.33
EG,F-05,208,160448,771.38
WQ,G-03,646,498325,771.4
YS,D-05,183,141177,771.46
CF,Others,581,448408,771.79
TB,H-06,289,223059,771.83
SZ,H-02,274,211524,771.99
CU,X-98,561,433117,772.04
JP,D-02,594,458595,772.05
HX,D-05,173,133570,772.08
GS,J-07,446,344349,772.08
CU,C-02,220,169865,772.11
LY,E-04,33,25485,772.27
FH,E-04,612,472672,772.34
YL,G-08,137,105814,772.36
LS,J-11,836,645701,772.37
HN,D-06,119,91914,772.39
HI,I-03,161,124363,772.44
MD,C-05,1328,1025867,772.49
JB,X-98,493,380850,772.52
LQ,E-07,26,20086,772.54
DL,D-03,998,771086,772.63
KI,E-05,73,56417,772.84
CP,D-07,1189,919074,772.98
TC,C-02,369,285244,773.02
JS,99,733,566771,773.22
IL,X-98,249,192543,773.27
JD,F-04,166,128373,773.33
PM,H-06,370,286147,773.37
TT,D-07,46,35582,773.52
HK,G-10,453,350427,773.57
MO,F-08,32,24757,773.66
PD,X-98,205,158623,773.77
JK,X-98,75,58078,774.37
TB,E-06,382,295817,774.39
SS,G-09,312,241615,774.41
SL,C-01,188,145620,774.57
TE,C-02,233,180493,774.65
KC,A-03,525,406710,774.69
HX,F-08,207,160363,774.7
TT,D-03,66,51135,774.77
DN,L-06,569,440886,774.84
SD,D-05,241,186763,774.95
LW,K-05,2,1550,775
DL,4,3,2325,775
PL,B-09,32,24801,775.03
JR,G-04,136,105425,775.18
PW,J-06,115,89196,775.62
DN,F-04,934,724499,775.69
MO,F-07,61,47319,775.72
MG,E-06,830,643923,775.81
FH,F-03,517,401232,776.08
UH,C-07,665,516119,776.12
IL,C-06,1153,895022,776.25
ZH,F-03,105,81517,776.35
NS,D-03,238,184785,776.41
CQ,F-04,232,180146,776.49
MY,F-04,8,6212,776.5
SK,X-98,656,509392,776.51
GM,E-06,570,442682,776.64
ML,H-06,150,116543,776.95
CG,H-05,3,2331,777
HF,H-07,164,127437,777.05
YP,F-07,69,53617,777.06
JD,I-05,344,267334,777.13
ST,F-06,649,504385,777.17
PW,H-02,968,752598,777.48
PJ,2,4,3111,777.75
YG,C-03,839,652546,777.77
DM,K-03,521,405315,777.96
FY,I-08,387,301089,778.01
TD,D-02,341,265304,778.02
SL,G-05,180,140076,778.2
ZK,G-05,230,179001,778.27
FY,F-07,223,173565,778.32
DA,B-05,20,15567,778.35
JI,E-04,249,193848,778.51
SH,F-02,178,138588,778.58
UM,D-04,6,4672,778.67
LD,F-08,158,123040,778.73
LM,H-05,122,95010,778.77
NZ,C-10,406,316181,778.77
SW,F-06,168,130848,778.86
ET,G-06,236,183824,778.92
TL,C-06,48,37394,779.04
UC,F-10,599,466729,779.18
DM,J-03,154,120006,779.26
FY,H-09,48,37405,779.27
WJ,E-04,51,39744,779.29
TH,H-05,729,568112,779.3
LQ,F-04,107,83408,779.51
TE,F-03,424,330533,779.56
CX,F-07,161,125525,779.66
UG,E-04,492,383597,779.67
PG,E-03,581,452996,779.68
KI,D-04,183,142688,779.72
PG,G-04,218,169992,779.78
TA,B-03,642,500672,779.86
LG,99,5,3900,780
HD,D-02,469,365934,780.24
PS,E-7,1089,849754,780.31
PL,D-07,48,37470,780.63
LS,J-09,268,209247,780.77
TB,F-09,1883,1470415,780.89
CJ,X-99,3,2343,781
SL,B-06,63,49207,781.06
PU,C-07,11,8592,781.09
ST,D-08,500,390554,781.11
WJ,E-06,53,41405,781.23
TP,C-05,22,17193,781.5
FH,G-10,279,218116,781.78
DL,E-06,454,354934,781.79
UC,F-08,562,439430,781.9
NC,I-04,866,677143,781.92
FG,F-07,156,122003,782.07
WL,X-98,167,130609,782.09
SH,E-02,355,277648,782.11
TY,E-07,3,2347,782.33
AK,D-06,512,400558,782.34
XW,L-03,48,37559,782.48
KC,H-08,845,661246,782.54
PT,D-05,130,101738,782.6
FY,J-04,695,543927,782.63
LY,G-04,14,10962,783
WT,D-07,36,28189,783.03
PJ,F-12,314,245873,783.04
TN,H-07,207,162120,783.19
LC,D-06,455,356411,783.32
ML,K-05,97,75988,783.38
RL,D-10,443,347043,783.39
JS,C-02,1058,829080,783.63
BT,F-07,332,260208,783.76
UH,E-04,469,367585,783.76
LQ,F-08,219,171691,783.98
LS,I-09,413,323784,783.98
TS,C-12,502,393756,784.37
NA,O-13,120,94134,784.45
ZT,C-03,171,134159,784.56
TY,C-04,788,618255,784.59
PW,J-04,104,81618,784.79
AH,C-06,161,126356,784.82
MX,D-02,135,105952,784.83
HD,F-06,22,17267,784.86
BD,G-06,137,107543,784.99
PM,X-98,171,134234,784.99
TE,E-02,173,135879,785.43
WJ,F-04,34,26711,785.62
DS,C-03,34,26729,786.15
FD,J-06,6,4717,786.17
JL,G-04,35,27519,786.26
JG,F-04,211,165905,786.28
HR,X-99,14,11009,786.36
UM,A-01,1809,1422548,786.37
CJ,X-98,12,9438,786.5
MJ,G-09,7,5506,786.57
UC,F06,15,11800,786.67
SZ,D-02,543,427205,786.75
WF,J-08,122,96017,787.02
FA,D-06,1348,1061025,787.11
TA,C-10,16,12595,787.19
UH,C-06,324,255076,787.27
DO,F-05,190,149607,787.41
MQ,C-02,165,129925,787.42
WQ,H-03,374,294559,787.59
KI,B-03,142,111875,787.85
HM,F-03,112,88249,787.94
RL,C-04,1,788,788
DR,E-03,235,185210,788.13
FY,F-09,694,546962,788.13
ST,F-09,657,517834,788.18
DN,C-05,570,449319,788.28
FY,H-08,673,530560,788.35
OL,E-07,115,90661,788.36
XU,C-04,131,103280,788.4
JD,X-98,38,29961,788.45
KZ,C-06,24,18932,788.83
SQ,E-07,248,195647,788.9
